modelling_index,brand,year,model,title,used_or_new,transmission,engine_size_litres,drive_type,fuel_type,fuel_consumption_per_100km,kilometres,cylinders,body_type,doors,seats,price,colour_ext,colour_int,region,state,vehicle_age,km_per_year 
7534,Hummer,2005,H2,2005 Hummer H2,USED,,,Other,,,261600,,,,,52999,Brown,Cream,Ferntree Gully,VIC,18,14533.333333333334
7535,Mercedes-Benz,2018,GLC250,2018 Mercedes-Benz GLC250,USED,Automatic,2.0,AWD,Premium,7.4,64087,4,SUV,4,5,69868,Silver,Black,Epping,VIC,5,12817.4
7536,Holden,2015,Trax,2015 Holden Trax LTZ,USED,Automatic,1.8,Front,Unleaded,7.6,97298,4,SUV,4,5,18999,Red,Grey,Ringwood,VIC,8,12162.25
7537,Ford,2015,Ranger,2015 Ford Ranger XL 3.2 (4X4),USED,Manual,3.2,4WD,Diesel,8.9,223750,5,Ute / Tray,4,4,27980,White,,Nerang,QLD,8,27968.75
7538,Lexus,2019,NX,2019 Lexus NX NX300 2WD Luxury,USED,Automatic,,Front,Premium,,80351,,Wagon,,,47488,Silver,Black,Berwick,VIC,4,20087.75
7539,Hyundai,2001,Elantra,2001 Hyundai Elantra GL,USED,Automatic,1.8,Front,Unleaded,9.0,216332,4,Sedan,4,5,4989,Green,,Nerang,QLD,22,9833.272727272728
7540,Mitsubishi,2007,Pajero,2007 Mitsubishi Pajero GLX LWB (4X4),USED,Automatic,3.2,4WD,Diesel,10.5,382303,4,SUV,4,7,13488,Gold,,Alphington,VIC,16,23893.9375
7541,Mitsubishi,2018,Pajero,2018 Mitsubishi Pajero Sport Exceed (4X4) 7 Seat,USED,Automatic,2.4,4WD,Diesel,8.0,108419,4,SUV,4,7,43888,Silver,Black,Helensvale,QLD,5,21683.8
7542,Kia,2021,Picanto,2021 Kia Picanto GT-Line (pe),USED,Manual,1.2,Front,Unleaded,5.0,12258,4,Hatchback,5,5,19990,Grey,Black,Pakenham,VIC,2,6129.0
7543,Holden,2012,Captiva,2012 Holden Captiva 7 SX (fwd),USED,Automatic,2.4,Front,Unleaded,9.1,129145,4,SUV,4,7,15669,Silver,Black,Ringwood,VIC,11,11740.454545454546
7544,Skoda,2016,Superb,2016 Skoda Superb 162 TSI,USED,Automatic,2.0,Front,Premium,6.4,117250,4,Wagon,4,5,29990,Grey,Black,Nunawading,VIC,7,16750.0
7545,Hyundai,2020,I30,2020 Hyundai I30,USED,Automatic,2.0,Front,Unleaded,7.4,73863,4,Hatchback,4,5,26900,Grey,,Bundoora,VIC,3,24621.0
7546,Kia,2021,Stonic,2021 Kia Stonic S,USED,Automatic,1.4,Front,Unleaded,6.7,47801,4,SUV,4,5,25990,Red,Grey,Preston,VIC,2,23900.5
7547,Mazda,2014,2,2014 Mazda 2 NEO Sport,USED,Manual,1.5,Front,Unleaded,6.4,34774,4,Hatchback,5,5,12490,Red,,Thomastown,VIC,9,3863.777777777778
7548,Kia,2020,Cerato,2020 Kia Cerato S Safety Pack,USED,Automatic,2.0,Front,Unleaded,7.4,52996,4,Hatchback,5,5,26500,White,,Bundoora,VIC,3,17665.333333333332
7549,Mini,2014,Countryman,2014 Mini Countryman Cooper,USED,Automatic,1.6,Front,Premium,7.6,74711,4,SUV,4,4,24590,Grey,Black Cloth,Burwood,VIC,9,8301.222222222223
7550,Mercedes-Benz,2023,E350,2023 Mercedes-Benz E350 EQ (hybrid),USED,Automatic,2.0,Rear,Hybrid,7.7,8617,4,Sedan,4,5,134800,Grey,Black Leather,Mulgrave,VIC,0,8617.0
7551,Toyota,1993,Landcruiser,1993 Toyota Landcruiser RV LWB (4X4),USED,Manual,4.2,4WD,Diesel,0.0,452920,6,SUV,2,6,24999,White,Brown,Ferntree Gully,VIC,30,15097.333333333334
7552,Ford,2018,Ranger,2018 Ford Ranger XLT 3.2 (4X4) (5 YR),USED,Automatic,3.2,4WD,Diesel,8.7,97873,5,Ute / Tray,4,5,43499,White,Black Leather,Berwick,VIC,5,19574.6
7553,Mazda,2022,CX-30,2022 Mazda CX-30 G25 Touring (fwd),USED,Automatic,2.5,Front,Unleaded,6.6,5360,4,SUV,4,5,42950,Blue,Leather,Mulgrave,VIC,1,5360.0
7554,Toyota,1999,Camry,1999 Toyota Camry CSI,USED,Automatic,3.0,Front,Unleaded,11.5,96582,6,Wagon,4,5,9990,Yellow,Beige,Ringwood,VIC,24,4024.25
7555,Volkswagen,2021,T-Cross,2021 Volkswagen T-Cross 85TSI Life,USED,Automatic,1.0,Front,Premium,5.4,43860,3,SUV,4,5,29990,Grey,Grey,Preston,VIC,2,21930.0
7556,Mitsubishi,2009,Lancer,2009 Mitsubishi Lancer ES,USED,Manual,2.0,Front,Unleaded,7.6,134750,4,Sedan,4,5,11999,Gold,Grey,Ringwood,VIC,14,9625.0
7557,Holden,2005,Commodore,2005 Holden Commodore Acclaim,USED,Automatic,3.6,Rear,Unleaded,11.1,242672,6,Sedan,4,5,5950,Silver,Grey Cloth,EPPING,VIC,18,13481.777777777777
7558,Holden,2011,Cruze,2011 Holden Cruze SRI,USED,Manual,1.4,Front,Unleaded,6.4,161091,4,Sedan,4,5,6950,Blue,Dark Grey & Blue,EPPING,VIC,12,13424.25
7559,Mitsubishi,2022,Triton,2022 Mitsubishi Triton GLS (4X4),USED,Automatic,2.4,4WD,Diesel,8.6,8595,4,Ute / Tray,4,5,55999,Blue,Black,Berwick,VIC,1,8595.0
7560,Ford,2016,Falcon,2016 Ford Falcon G6E Turbo,USED,Automatic,4.0,Rear,Unleaded,11.7,132051,6,Sedan,4,5,36987,White,Black,Southport,QLD,7,18864.428571428572
7561,Toyota,2011,Landcruiser,2011 Toyota Landcruiser Workmate (4X4),USED,Manual,4.5,4WD,Diesel,11.9,228163,8,SUV,4,5,49999,White,Grey,Dandenong,VIC,12,19013.583333333332
7562,Kia,2018,Sorento,2018 Kia Sorento GT-Line (4X4),USED,Automatic,2.2,AWD,Diesel,7.2,65518,4,SUV,4,7,42999,White,Black Leather,Lilydale,VIC,5,13103.6
7563,Mazda,2018,CX-5,2018 Mazda CX-5 Maxx Sport (4X2) (5YR),USED,Automatic,2.0,Front,Unleaded,6.9,58408,4,SUV,4,5,32499,Black,Black Cloth,Berwick,VIC,5,11681.6
7564,Nissan,2019,Navara,2019 Nissan Navara N-Trek Special Edition (4X4),USED,Automatic,2.3,4WD,Diesel,7.0,46112,4,Ute / Tray,4,5,54905,Grey,Leather,Bundoora,VIC,4,11528.0
7565,Holden,2000,Calais,2000 Holden Calais,USED,Automatic,,Rear,Unleaded,,262012,,,,,4999,Grey,Grey,BAYSWATER NORTH,VIC,23,11391.826086956522
7566,Jeep,2015,Wrangler,2015 Jeep Wrangler Renegade Sport (4X4),USED,Manual,3.6,4WD,Unleaded,11.4,98089,6,SUV,2,4,32999,Silver,,Ringwood,VIC,8,12261.125
7567,Mitsubishi,2018,Outlander,2018 Mitsubishi Outlander LS 7 Seat (awd),USED,Automatic,2.4,AWD,Unleaded,7.2,115823,4,SUV,4,7,28990,Silver,Black,Helensvale,QLD,5,23164.6
7568,Nissan,2014,Juke,2014 Nissan Juke ST (fwd),USED,Automatic,1.6,Front,Premium,6.3,106684,4,SUV,4,5,18950,Silver,Cloth,Mulgrave,VIC,9,11853.777777777777
7569,Ford,2007,Falcon,2007 Ford Falcon XR6,USED,Manual,4.0,Rear,Unleaded,10.6,215400,6,Ute / Tray,2,2,13990,Blue,,Warragul,VIC,16,13462.5
7570,Toyota,2014,Landcruiser,2014 Toyota Landcruiser Prado GXL (4X4),USED,Manual,3.0,4WD,Diesel,8.8,282320,4,SUV,4,7,31600,Silver,Grey,Pakenham,VIC,9,31368.88888888889
7571,Holden,2012,Captiva,2012 Holden Captiva 7 LX (4X4),USED,Automatic,2.2,AWD,Diesel,8.1,106182,4,SUV,4,7,18796,White,Leather,Ringwood,VIC,11,9652.90909090909
7572,Mitsubishi,2020,Eclipse,2020 Mitsubishi Eclipse Cross ES (2WD),USED,Automatic,1.5,Front,Unleaded,7.3,61935,4,SUV,4,5,26490,Blue,Grey,Tweed Heads South,NSW,3,20645.0
7573,Jeep,2013,Wrangler,2013 Jeep Wrangler Unlimited Renegade Sport (4X4),USED,Automatic,3.6,4WD,Unleaded,11.7,104568,6,SUV,4,5,42990,Grey,,Pakenham,VIC,10,10456.8
7574,Ford,2014,Fiesta,2014 Ford Fiesta S,USED,Automatic,,Front,Unleaded,,87419,,Hatchback,,,12999,White,Black / Leather,Briar Hill,VIC,9,9713.222222222223
7575,Lexus,2020,RC,2020 Lexus RC F,USED,Automatic,5.0,Rear,Premium,11.2,51418,8,Coupe,2,4,99997,Red,Black,Berwick,VIC,3,17139.333333333332
7576,Mazda,2020,CX-9,2020 Mazda CX-9 Azami (awd),USED,Automatic,2.5,AWD,Unleaded,8.8,37942,4,SUV,4,7,56990,Red,Brown Leather,Berwick,VIC,3,12647.333333333334
7577,Hyundai,2018,Elantra,2018 Hyundai Elantra Active 2.0 MPI,USED,Automatic,2.0,Front,Unleaded,7.2,63608,4,Sedan,4,5,21980,Blue,Black Cloth,Burwood,VIC,5,12721.6
7578,Skoda,2018,Kodiaq,2018 Skoda Kodiaq 140 TDI (4X4),USED,Automatic,2.0,4WD,Diesel,5.9,78303,4,SUV,4,7,34890,Silver,Black Leather,Burwood,VIC,5,15660.6
7579,Holden,1999,Vectra,1999 Holden Vectra CD,USED,Automatic,2.2,Front,Unleaded,9.5,120333,4,Sedan,4,5,5990,Silver,,Nerang,QLD,24,5013.875
7580,Volkswagen,2015,Polo,2015 Volkswagen Polo 66 TSI Trendline,USED,Manual,1.2,Front,Premium,4.8,74553,4,Hatchback,5,5,14999,Grey,Black,Ferntree Gully,VIC,8,9319.125
7581,Holden,2017,Trailblazer,2017 Holden Trailblazer LT (4X4),USED,Automatic,2.8,4WD,Diesel,8.6,203937,4,SUV,4,7,22999,White,,Labrador,QLD,6,33989.5
7582,Toyota,2009,Landcruiser,2009 Toyota Landcruiser VX (4X4),USED,Automatic,4.5,4WD,Diesel,10.3,404016,8,SUV,4,8,40670,Silver,Grey,Bayswater,VIC,14,28858.285714285714
7583,BMW,2008,320D,2008 BMW 320D,USED,Automatic,2.0,Rear,Diesel,6.0,156433,4,Sedan,4,5,13990,Blue,,Vermont,VIC,15,10428.866666666667
7584,Ford,2017,Ranger,2017 Ford Ranger XLS 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,9.2,143738,5,Ute / Tray,4,5,42990,Black,Ebony Circuit Fabric,Tweed Heads South,NSW,6,23956.333333333332
7585,Ford,2021,Ranger,2021 Ford Ranger FX4 2.0 (4X4),USED,Automatic,2.0,4WD,Diesel,8.0,52919,4,Ute / Tray,4,5,59999,Black,Black Leather,Lilydale,VIC,2,26459.5
7586,Honda,2007,Civic,2007 Honda Civic Sport,USED,Automatic,2.0,Front,Unleaded,8.0,213192,4,Sedan,4,5,8990,White,,Coburg North,VIC,16,13324.5
7587,Subaru,2012,WRX,2012 Subaru WRX Club Spec (AWD),USED,Manual,,Other,Premium,,98804,,,,,32999,Black,Black,Labrador,QLD,11,8982.181818181818
7588,Nissan,2009,Maxima,2009 Nissan Maxima 350 ST-S,USED,Automatic,3.5,Front,Premium,10.2,217994,6,Sedan,4,5,11950,Blue,Black,Ringwood,VIC,14,15571.0
7589,Toyota,2021,Camry,2021 Toyota Camry Ascent,USED,Automatic,2.5,Front,Unleaded,7.8,59216,4,Sedan,4,5,27990,Blue,Black Fabric,Tweed Heads South,NSW,2,29608.0
7590,Audi,2022,A1,2022 Audi A1 35 Tfsi,USED,Automatic,1.5,Front,Premium,5.8,28856,4,Hatchback,5,5,42705,Silver,Leather,Epping,VIC,1,28856.0
7591,Volvo,2016,XC60,2016 Volvo XC60 T6 R-Design,USED,Automatic,2.0,AWD,Premium,8.1,95605,4,SUV,4,5,35950,Black,Black,Thomastown,VIC,7,13657.857142857143
7592,Mercedes-Benz,2004,ML350,2004 Mercedes-Benz ML350 Luxury (4X4),USED,Automatic,3.7,4WD,Unleaded,18.6,162199,6,SUV,4,5,12990,Blue,,Ringwood,VIC,19,8536.78947368421
7594,Mazda,2014,3,2014 Mazda 3 NEO,USED,Manual,2.0,Front,Unleaded,5.8,114045,4,Sedan,4,5,17490,Blue,Black Cloth,Pakenham,VIC,9,12671.666666666666
7595,Toyota,2019,Camry,2019 Toyota Camry Ascent (hybrid),USED,Automatic,2.5,Front,Hybrid,4.2,46117,4,Sedan,4,5,38858,White,,Hallam,VIC,4,11529.25
7596,Hyundai,2004,Elantra,2004 Hyundai Elantra 2.0 HVT,USED,Automatic,2.0,Front,Unleaded,9.1,112950,4,Sedan,4,5,6499,Silver,,Boronia,VIC,19,5944.736842105263
7597,Land,2005,Rover,2005 Land Rover Range Rover Vogue TD6,USED,Automatic,2.9,4WD,Diesel,11.3,176110,6,SUV,4,5,25888,Black,Beige,Ringwood,VIC,18,9783.888888888889
7598,Toyota,2013,86,2013 Toyota 86 GTS,USED,Automatic,2.0,Rear,Premium,7.1,110476,4,Coupe,2,4,27888,Orange,Leather,Bundoora,VIC,10,11047.6
7599,Toyota,2016,Landcruiser,2016 Toyota Landcruiser GXL (4X4),USED,Automatic,4.5,4WD,Diesel,9.5,231818,8,SUV,4,7,72990,White,Black,Southport,QLD,7,33116.857142857145
7600,Land,2017,Rover,2017 Land Rover Range Rover Velar P380 R-Dynamic HSE,USED,Automatic,3.0,AWD,Premium,9.4,91413,6,SUV,4,5,85880,Black,Santorini Black,Berwick,VIC,6,15235.5
7601,Hyundai,2016,Veloster,2016 Hyundai Veloster SR Coupe D-CT Turbo,USED,Automatic,,Front,Unleaded,,79698,,Hatchback,,,25399,White,Black Leather,Lilydale,VIC,7,11385.42857142857
7602,Mazda,2013,CX-5,2013 Mazda CX-5 Maxx Sport (4X2),USED,Automatic,2.0,Front,Unleaded,6.4,112917,4,SUV,4,5,22500,,,Vermont,VIC,10,11291.7
7603,Toyota,2021,Landcruiser,2021 Toyota Landcruiser Prado GXL Flat Tailgate,USED,Automatic,2.8,4WD,Diesel,7.9,51770,4,SUV,4,7,70880,White,,South Morang,VIC,2,25885.0
7604,Mazda,2014,3,2014 Mazda 3 Maxx,USED,Automatic,2.0,Front,Unleaded,5.8,83421,4,Hatchback,5,5,22950,Red,Cloth,Mulgrave,VIC,9,9269.0
7605,Subaru,2016,Forester,2016 Subaru Forester 2.5I-L,USED,Automatic,2.5,AWD,Unleaded,8.1,159007,4,SUV,4,5,21990,Black,,Berwick,VIC,7,22715.285714285714
7606,Toyota,2020,Hilux,2020 Toyota Hilux Rogue (4X4),USED,Automatic,2.8,4WD,Diesel,8.5,59834,4,Ute / Tray,4,5,70990,Blue,,Preston,VIC,3,19944.666666666668
7607,Toyota,2014,86,2014 Toyota 86 GT,USED,Manual,2.0,Rear,Premium,7.8,118125,4,Coupe,2,4,24990,Red,Grey Sport Cloth,Pakenham,VIC,9,13125.0
7608,Holden,2018,Colorado,2018 Holden Colorado LTZ (4X4) (5YR),USED,Manual,2.8,4WD,Diesel,8.1,140209,4,Ute / Tray,4,5,31990,,,Southport,QLD,5,28041.8
7609,Honda,2009,Jazz,2009 Honda Jazz GLI,USED,Manual,1.3,Front,Unleaded,5.8,129000,4,Hatchback,5,5,7999,Silver,,Boronia,VIC,14,9214.285714285714
7610,Mitsubishi,2020,Outlander,2020 Mitsubishi Outlander ES 5 Seat (awd),USED,Automatic,2.4,AWD,Unleaded,7.2,40361,4,SUV,4,5,31990,Red,Black,Southport,QLD,3,13453.666666666666
7611,Audi,2010,Q7,2010 Audi Q7 3.0 TDI Quattro,USED,Automatic,3.0,AWD,Diesel,7.8,185595,6,SUV,4,7,17800,Black,,Coburg North,VIC,13,14276.538461538461
7612,Toyota,2016,Kluger,2016 Toyota Kluger Grande (4X4),USED,Automatic,3.5,AWD,Unleaded,10.6,96472,6,SUV,4,7,44705,Gold,Leather,Epping,VIC,7,13781.714285714286
7613,MG,2022,HS,2022 MG HS Excite,USED,Automatic,1.5,Front,Unleaded,7.3,13270,4,SUV,4,5,31890,Red,Black,Ferntree Gully,VIC,1,13270.0
7614,Subaru,2009,Impreza,2009 Subaru Impreza RS (awd),USED,Manual,2.0,AWD,Premium,8.9,141923,4,Hatchback,5,5,14627,Red,Champagne,Ringwood,VIC,14,10137.357142857143
7615,Mitsubishi,2022,Outlander,2022 Mitsubishi Outlander ES 2WD,USED,Automatic,,Front,Unleaded,,51834,,Wagon,,,38858,Red,Grey,Hallam,VIC,1,51834.0
7616,Mitsubishi,2018,ASX,2018 Mitsubishi ASX LS (2WD),USED,Automatic,2.0,Front,Unleaded,7.6,111185,4,SUV,4,5,21999,Black,Black Cloth,Berwick,VIC,5,22237.0
7617,Lexus,2019,RX350L,2019 Lexus RX350L Sports Luxury,USED,Automatic,3.5,AWD,Premium,10.2,79501,6,SUV,4,7,69388,Silver,Black,Berwick,VIC,4,19875.25
7618,Toyota,2016,HiAce,2016 Toyota HiAce LWB,USED,Automatic,3.0,Rear,Diesel,8.7,213400,4,Commercial,4,2,27499,White,,Bayswater,VIC,7,30485.714285714286
7619,Toyota,2015,Landcruiser,2015 Toyota Landcruiser Workmate (4X4),USED,Manual,4.5,4WD,Diesel,11.5,154213,8,Ute / Tray,2,3,64990,White,Grey,Pakenham,VIC,8,19276.625
7620,Holden,2015,Commodore,2015 Holden Commodore SS-V Redline,USED,Automatic,6.0,Rear,Premium,11.8,161301,8,Sedan,4,5,39495,White,Dark Grey Leather,Berwick,VIC,8,20162.625
7621,Subaru,2020,Impreza,2020 Subaru Impreza 2.0I-L (awd),USED,Automatic,2.0,AWD,Unleaded,6.6,63650,4,Hatchback,5,5,27490,Black,Black,CAMBERWELL,VIC,3,21216.666666666668
7622,Fiat,2014,Freemont,2014 Fiat Freemont,USED,Automatic,2.4,Front,Unleaded,9.8,87300,4,SUV,4,5,14888,Blue,Black,Ringwood,VIC,9,9700.0
7623,Nissan,2017,Pathfinder,2017 Nissan Pathfinder TI (4X4),USED,Automatic,3.5,4WD,Premium,10.1,81132,6,SUV,4,7,39705,Grey,Leather,Epping,VIC,6,13522.0
7624,Jeep,2011,Wrangler,2011 Jeep Wrangler Unlimited Sport (4X4),USED,Automatic,3.8,4WD,Unleaded,11.9,140493,6,SUV,4,5,29999,Black,Black,Ringwood,VIC,12,11707.75
7625,Nissan,2017,Qashqai,2017 Nissan Qashqai ST,USED,Automatic,2.0,Front,Unleaded,6.9,112491,4,SUV,4,5,19500,White,Black,Labrador,QLD,6,18748.5
7626,Mitsubishi,2019,Triton,2019 Mitsubishi Triton GLX Plus (4X4),USED,Manual,2.4,4WD,Diesel,7.2,32832,4,Ute / Tray,4,5,41900,White,Cloth,Robina,QLD,4,8208.0
7627,Kia,2019,Stinger,2019 Kia Stinger GT (black Leather),USED,Automatic,3.3,Rear,Unleaded,10.2,87355,6,Sedan,4,5,57900,Black,Black,Robina,QLD,4,21838.75
7628,Ford,2021,Puma,2021 Ford Puma,USED,Automatic,1.0,Front,Premium,5.3,8645,3,SUV,5,5,29990,Grey,2022/01,Dandenong South,VIC,2,4322.5
7629,Kia,2018,Carnival,2018 Kia Carnival SI,USED,Automatic,3.3,Front,Unleaded,11.6,110051,6,Wagon,4,8,33999,Silver,Black Cloth,Berwick,VIC,5,22010.2
7630,Holden,2019,Calais,2019 Holden Calais V (5YR),USED,Automatic,3.6,AWD,Premium,9.1,99832,6,Hatchback,5,5,31970,Silver,Black,Vermont,VIC,4,24958.0
7631,HSV,2016,Clubsport,2016 HSV Clubsport R8 LSA,USED,Automatic,6.2,Rear,Premium,15.0,73998,8,Sedan,4,5,92900,Black,,Bundoora,VIC,7,10571.142857142857
7632,Mercedes-Benz,2010,CLC200,2010 Mercedes-Benz CLC200 Kompressor,USED,Automatic,1.8,Rear,Premium,9.0,121110,4,Coupe,2,4,14888,Black,,Ringwood,VIC,13,9316.153846153846
7633,Hyundai,2017,I30,2017 Hyundai I30 Active,USED,Automatic,2.0,Front,Unleaded,7.4,33784,4,Hatchback,4,5,24450,Silver,Black,Nunawading,VIC,6,5630.666666666667
7634,Ford,2018,Mustang,2018 Ford Mustang Fastback GT 5.0 V8,USED,Automatic,5.0,Rear,Premium,12.7,20018,8,Coupe,2,4,63999,Red,Black Leather,Berwick,VIC,5,4003.6
7635,Toyota,2019,Camry,2019 Toyota Camry Ascent Sport (hybrid),USED,Automatic,2.5,Front,Hybrid,4.2,60038,4,Sedan,4,5,40990,White,,Coburg North,VIC,4,15009.5
7636,Ford,2018,Ranger,2018 Ford Ranger XLT 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,8.7,159175,5,Ute / Tray,4,5,45990,White,Grey,Lilydale,VIC,5,31835.0
7637,Kia,2021,Sportage,2021 Kia Sportage S (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,34505,4,SUV,4,5,30890,White,Black,Burwood,VIC,2,17252.5
7638,Mercedes-Benz,2021,GLC,2021 Mercedes-Benz GLC 200,USED,Automatic,2.0,Rear,Premium,7.8,42926,4,SUV,4,5,64800,Silver,Black Artico,Berwick,VIC,2,21463.0
7639,Mitsubishi,2017,Outlander,2017 Mitsubishi Outlander LS 7 Seat (awd),USED,Automatic,2.3,AWD,Diesel,6.2,104000,4,SUV,4,7,28400,Brown,Black,Bundoora,VIC,6,17333.333333333332
7640,Suzuki,2019,Jimny,2019 Suzuki Jimny GLX (qld),USED,Manual,1.5,4WD,Unleaded,6.4,24577,4,SUV,2,4,37705,Yellow,Cloth,Epping,VIC,4,6144.25
7641,Toyota,2019,RAV4,2019 Toyota RAV4 Edge AWD,USED,Automatic,2.5,AWD,Unleaded,7.3,72082,4,SUV,5,5,47998,Black,Black Leather And Orange Trim,Berwick,VIC,4,18020.5
7642,BMW,2019,X1,2019 BMW X1 Sdrive 18D,USED,Automatic,2.0,Front,Diesel,4.7,100368,4,SUV,4,5,38990,White,Black,Helensvale,QLD,4,25092.0
7643,BMW,2019,M140I,2019 BMW M140I,USED,Automatic,3.0,Rear,Premium,7.1,46147,6,Hatchback,5,5,52880,White,Dakota Leather,Berwick,VIC,4,11536.75
7644,Holden,2017,UTE,2017 Holden UTE SS-V Redline,USED,Automatic,6.2,Rear,Unleaded,12.4,88974,8,Ute / Tray,2,2,57000,White,Black,Southport,QLD,6,14829.0
7645,Kia,2014,Sportage,2014 Kia Sportage SI Premium (fwd),USED,Automatic,2.0,Front,Unleaded,8.8,120673,4,SUV,4,5,22963,Black,Black,Ringwood,VIC,9,13408.111111111111
7646,Maserati,2018,Levante,2018 Maserati Levante S Gransport,USED,Automatic,3.0,AWD,Premium,10.9,44379,6,SUV,4,5,91990,White,Leather,Robina,QLD,5,8875.8
7647,Toyota,2016,Landcruiser,2016 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,2.8,4WD,Diesel,8.0,113718,4,SUV,4,7,48950,White,Grey,Ferntree Gully,VIC,7,16245.42857142857
7648,Mercedes-Benz,2016,GLC250,2016 Mercedes-Benz GLC250,USED,Automatic,2.0,AWD,Premium,7.2,79288,4,SUV,4,5,49868,Black,Black Leather,Epping,VIC,7,11326.857142857143
7649,Toyota,2018,Corolla,2018 Toyota Corolla Ascent Sport (hybrid),USED,Automatic,1.8,Front,Hybrid,4.2,17580,4,Hatchback,5,5,32888,White,Black,CAMBERWELL,VIC,5,3516.0
7650,Isuzu,2019,D-MAX,2019 Isuzu D-MAX SX (4X4),USED,Automatic,3.0,4WD,Diesel,7.9,116314,4,Ute / Tray,4,5,39975,White,,Officer,VIC,4,29078.5
7651,Kia,2020,Sportage,2020 Kia Sportage S (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,35734,4,SUV,4,5,33888,Grey,Black,Ferntree Gully,VIC,3,11911.333333333334
7652,Mercedes-Benz,2022,GLC,2022 Mercedes-Benz GLC 200,USED,Automatic,2.0,Rear,Premium,8.0,24532,4,SUV,4,5,71800,Blue,Black,Mulgrave,VIC,1,24532.0
7653,Holden,2016,Colorado,2016 Holden Colorado LS (4X4),USED,Automatic,2.8,4WD,Diesel,9.0,91448,4,Ute / Tray,4,5,32499,White,Black Cloth,Berwick,VIC,7,13064.0
7654,Renault,2012,Master,2012 Renault Master Mid Roof LWB,USED,Manual,,Front,Diesel,,261578,,Commercial,,,18850,Silver,Grey,Bayswater,VIC,11,23779.81818181818
7655,Ford,2018,Ranger,2018 Ford Ranger FX4 Special Edition (5 YR),USED,Automatic,3.2,4WD,Diesel,8.7,110585,5,Ute / Tray,4,5,48888,Black,,Robina,QLD,5,22117.0
7656,Mitsubishi,2018,Outlander,2018 Mitsubishi Outlander ES Adas 5 Seat (awd),USED,Automatic,2.4,AWD,Unleaded,7.2,68525,4,SUV,4,5,26990,White,Black,CAMBERWELL,VIC,5,13705.0
7657,Toyota,2002,Corolla,2002 Toyota Corolla Conquest Seca,USED,Automatic,1.8,Front,Unleaded,7.8,95100,4,Hatchback,5,5,9900,Silver,,Boronia,VIC,21,4528.571428571428
7658,Toyota,2019,Landcruiser,2019 Toyota Landcruiser GXL (4X4),USED,Manual,4.5,4WD,Diesel,10.7,48930,8,Ute / Tray,2,2,93970,White,Grey,Vermont,VIC,4,12232.5
7660,Kia,2017,Carnival,2017 Kia Carnival SLi,USED,Automatic,,Front,Diesel,,82000,,Commercial,,,42000,White,Leather,Robina,QLD,6,13666.666666666666
7661,Ford,2013,Ranger,2013 Ford Ranger XL 2.2 (4X4),USED,Automatic,2.2,4WD,Diesel,9.4,198231,4,Ute / Tray,4,5,21999,White,,Labrador,QLD,10,19823.1
7662,Honda,2021,Accord,2021 Honda Accord VTi-LX,USED,Automatic,,Front,Unleaded,,60761,,,,,44990,White,Black,Fawkner,VIC,2,30380.5
7663,Ford,2022,Ranger,2022 Ford Ranger XLT 2.0 (4X4),USED,Automatic,2.0,4WD,Diesel,7.6,18412,4,Ute / Tray,4,4,72888,Grey,Cloth,Epsom,VIC,1,18412.0
7664,Holden,2009,Commodore,2009 Holden Commodore SS,USED,Automatic,,Rear,Unleaded,,186000,,Wagon,,,19990,Black,Black,Fairfield,VIC,14,13285.714285714286
7665,Ford,2000,Falcon,2000 Ford Falcon Classic,USED,Automatic,4.0,Rear,Unleaded,11.5,84923,6,Sedan,4,5,11990,White,Grey,Ringwood,VIC,23,3692.304347826087
7666,Volkswagen,2016,Multivan,2016 Volkswagen Multivan Highline TDI450,USED,Automatic,2.0,Front,Diesel,6.5,102300,4,Wagon,4,7,55990,Black,Black,Nunawading,VIC,7,14614.285714285714
7667,Toyota,2005,Hilux,2005 Toyota Hilux SR5 (4X4),USED,Automatic,3.0,4WD,Diesel,9.5,309107,4,Ute / Tray,4,5,19490,White,Grey,Bayswater,VIC,18,17172.61111111111
7668,HSV,2013,Clubsport,2013 HSV Clubsport,USED,Automatic,6.2,Rear,Premium,13.9,188547,8,Sedan,4,5,51490,Black,Black Partial Leather,Pakenham,VIC,10,18854.7
7669,Holden,2013,Barina,2013 Holden Barina CDX,USED,Automatic,1.6,Front,Unleaded,6.3,80423,4,Sedan,4,5,13990,Silver,Leather,Epping,VIC,10,8042.3
7670,Lexus,2021,IS300,2021 Lexus IS300 Luxury +EP1,USED,Automatic,2.0,Rear,Premium,8.2,18936,4,Sedan,4,5,67490,Silver,Black,CAMBERWELL,VIC,2,9468.0
7671,Hyundai,2016,Genesis,2016 Hyundai Genesis,USED,Automatic,3.8,Rear,Unleaded,11.2,135771,6,Sedan,4,5,24690,Silver,Black Leather,Burwood,VIC,7,19395.85714285714
7672,Audi,2019,RS4,2019 Audi RS4 Avant 2.9 Tfsi Tiptronic,USED,Automatic,2.9,AWD,Premium,8.9,34660,6,Wagon,4,5,119990,Blue,Black,Nunawading,VIC,4,8665.0
